"X","Y","Z"
545112.39,4316502.85,700
545101.53,4316490.32,700
545112.98,4316470.61,700
545128.9,4316416.36,700
545131.14,4316409.07,700
545132.96,4316402.08,700
545149.24,4316346.6,700
545134.23,4316303.99,700
545135.44,4316301.32,700
545137.3,4316297.5,700
545171.5,4316261.32,700
545181.93,4316258.33,700
545215.12,4316248.8,700
545220.32,4316249.14,700
545222.64,4316246.65,700
545226.24,4316241.87,700
545250.05,4316211.49,700
545256.57,4316195.36,700
545278.21,4316179.85,700
545295.75,4316157.35,700
545329.19,4316132.49,700
545339.25,4316125,700
545347.55,4316118.82,700
545381.88,4316093.38,700
545433.56,4316084.21,700
545435.57,4316123.91,700
545469.61,4316143.14,700
545505.28,4316163.39,700
545522,4316222.91,700
545525.45,4316260.78,700
545531.4,4316285.59,700
545531.63,4316328.74,700
545531.79,4316329.78,700
545531.89,4316330.44,700
545539.87,4316381.32,700
545543.36,4316403.59,700
545546.8,4316425.55,700
545547.95,4316432.89,700
545555.13,4316477.71,700
545546,4316490.39,700
545527.34,4316525.97,700
545524,4316544.89,700
545512.66,4316566.37,700
545467.92,4316608.03,700
545458.96,4316614.11,700
545402.21,4316701.52,700
545430.97,4316769.91,700
545435.41,4316783.3,700
545437.26,4316785.75,700
545438.87,4316787.87,700
545442.21,4316787.57,700
545448.71,4316785.45,700
545512.96,4316787.97,700
545555.14,4316765.29,700
545564.48,4316731.99,700
545613.14,4316696.3,700
545639.68,4316698.39,700
545658.15,4316674.93,700
545659.44,4316646.81,700
545704.97,4316611.4,700
545702.74,4316606.69,700
545712.51,4316598.59,700
545766.78,4316500.17,700
545781.88,4316488.9,700
545789.43,4316476.65,700
545794.89,4316400.44,700
543495.61,4319105.15,700
543490.79,4319098.51,700
543477.81,4319094.31,700
543469.93,4319111.78,700
543697.44,4318415.66,700
543648.37,4318432.77,700
543670.6,4318407.85,700
543674.75,4318404.9,700
543684.53,4318396.08,700
543954.77,4318890.62,700
543955.25,4318845.8,700
543998.95,4318854.17,700
544027.73,4318870,700
544025.57,4318890.12,700
544023.89,4318953.69,700
543977.16,4318930.79,700
543962.79,4318911.32,700
543826.88,4318774.18,700
543652.84,4318697.3,700
543636.77,4318666.35,700
543628.12,4318621.08,700
543586.94,4318584.95,700
543580.62,4318500.84,700
543575.75,4318477.64,700
543493.59,4318457.19,700
543472.44,4318486.49,700
543450.95,4318499.51,700
543440.13,4318561.82,700
543478.88,4318596.92,700
543450.39,4318651.63,700
543453.31,4318669.96,700
543445.41,4318714.5,700
543465.34,4318675.12,700
543535.42,4318659.78,700
543579.75,4318702.63,700
543609.2,4318701.45,700
543660.65,4318720.8,700
544696.57,4318415.83,700
544716.16,4318417.1,700
544741.65,4318416.01,700
544731.32,4318434.69,700
544723.31,4318454.71,700
544696.75,4318493.2,700
544688.88,4318503.15,700
544679.95,4318503.72,700
544687.37,4318512.24,700
544690.04,4318517.75,700
544705.1,4318557.43,700
544691.58,4318604.45,700
544655.36,4318628.3,700
544648.8,4318569.69,700
544630.03,4318543.31,700
544613.85,4318514.57,700
544560.03,4318460.56,700
544521.63,4318461.29,700
544447.08,4318425.01,700
544528.34,4318421.58,700
544568.16,4318432.55,700
544632.79,4318426.43,700
544643.79,4318429.2,700
544676.25,4318420.98,700
544783.46,4318027.18,700
544784.34,4318025.94,700
544784.43,4318025.17,700
544785.37,4318023.8,700
544789.07,4318013.17,700
544779.72,4318021.42,700
544765.99,4318021.23,700
544750.56,4318040.59,700
544594.03,4318149.71,700
544597.17,4318169.37,700
544600.66,4318177.84,700
544627.58,4318204.26,700
544614.55,4318166.88,700
544781.75,4318028.64,700
545466.32,4316951.97,700
545439.85,4316928.46,700
545448.63,4316897.57,700
545479.15,4316906.85,700
545490.76,4316921.37,700
544938.89,4317242.93,700
544906.57,4317244.3,700
544897.64,4317273.97,700
544920.18,4317308.73,700
544948.73,4317266.2,700
544000.87,4318434.71,700
543950.79,4318439.19,700
543829.24,4318430.8,700
543822.77,4318431.2,700
543817.15,4318428.94,700
543813.17,4318434.39,700
543741.87,4318455.06,700
543636.74,4318478.04,700
543705.71,4318509.39,700
543714.95,4318549.71,700
543734.84,4318603.95,700
543762.84,4318641.93,700
543786.13,4318684.42,700
543860.16,4318696.33,700
543905.03,4318663.17,700
543952.78,4318642.12,700
543978.55,4318562.01,700
543902.91,4318563.74,700
543820.32,4318549.57,700
543823.87,4318439.49,700
543950.27,4318466.9,700
543976.87,4318480.2,700
543240.36,4319095.35,700
543127.23,4319103.61,700
543115.83,4319092.77,700
543100.38,4319100.43,700
543090.88,4319126.74,700
543139.15,4319191.86,700
543090.73,4319189.4,700
543183.33,4319199.02,700
543174.65,4319186.54,700
543138.94,4319119.61,700
544373.14,4318370.69,700
544438.67,4318417.16,700
544423.88,4318359.46,700
544517.65,4318333.41,700
544518.86,4318333.16,700
544523.17,4318332.65,700
544623.4,4318320.8,700
544632.01,4318318.21,700
544634.21,4318316.6,700
544640.72,4318309.87,700
544638.84,4318294.93,700
544629.23,4318308.57,700
544584.68,4318287.72,700
544569.08,4318281.61,700
544549.64,4318280.15,700
544522.53,4318272,700
544496.63,4318276.17,700
544460.84,4318261.73,700
544418.85,4318265.57,700
544389.85,4318322.17,700
544328.86,4318272.96,700
544367.08,4318341.99,700
545191.43,4316485.08,700
545186.34,4316485.34,700
545164.74,4316486.69,700
545168.93,4316504.29,700
545192.74,4316495.34,700
545193.38,4316488.48,700
545375.45,4316083.61,700
545410.17,4316039.42,700
545336.95,4316037.14,700
545250.94,4316039.48,700
545267.33,4316041.24,700
545268.42,4316042.7,700
545271.75,4316045.77,700
545277.67,4316056.45,700
545304.11,4316070.29,700
545311.63,4316074.25,700
545336.74,4316105.11,700
542544.01,4317616.3,702.5
542589.37,4317292.05,702.5
542657.14,4317246.01,702.5
542707.21,4317302.97,702.5
542818.15,4317210.95,702.5
542860.05,4317123.67,702.5
542894.56,4316978.76,702.5
542959.13,4316886.74,702.5
542960.22,4316882.18,702.5
543010.03,4316787.79,702.5
543044.41,4316737.65,702.5
543101.49,4316704.63,702.5
543123.22,4316661.68,702.5
543246.9,4316546.83,702.5
543253.44,4316543.88,702.5
543267.07,4316540.54,702.5
543405.59,4316510.06,702.5
543448.78,4316451.35,702.5
543469.94,4316397.46,702.5
543462.6,4316355.55,702.5
543475.6,4316293.7,702.5
543484.74,4316286.91,702.5
543564.3,4316233.34,702.5
543606.84,4316207.11,702.5
543696.87,4316141.21,702.5
543728.28,4316107.83,702.5
543760.76,4316084.63,702.5
543849.35,4316052.36,702.5
543830.34,4316027.35,702.5
543865.2,4316014.91,702.5
544183.84,4316022.22,702.5
544131.07,4316030.48,702.5
544153.92,4316075.41,702.5
544175.05,4316098.24,702.5
544197.57,4316144.68,702.5
544207.61,4316154.35,702.5
544226.16,4316230.78,702.5
544289.86,4316175.04,702.5
544317.47,4316170.32,702.5
544329.87,4316189.66,702.5
544329.66,4316237.59,702.5
544296.74,4316323.84,702.5
544288.16,4316344.79,702.5
544316.73,4316417.06,702.5
544318.91,4316422.83,702.5
544319.4,4316424.18,702.5
544357.75,4316511.21,702.5
544331.06,4316568.38,702.5
544358.27,4316623.98,702.5
544380.16,4316648.55,702.5
544416.93,4316699.76,702.5
544450.2,4316746.09,702.5
544477.44,4316774.36,702.5
544487.13,4316810.31,702.5
544481.54,4316875.92,702.5
544476.4,4316880.79,702.5
544468.09,4316893.4,702.5
544440.81,4316928.85,702.5
544427.59,4316990.9,702.5
544361.89,4317056.61,702.5
544354.01,4317075.05,702.5
544351.41,4317077.2,702.5
544257.94,4317123.84,702.5
544247.14,4317132.53,702.5
544258.08,4317161.03,702.5
544291.7,4317176.89,702.5
544356.5,4317190.59,702.5
544374.35,4317225.35,702.5
544436.88,4317252.55,702.5
544509.99,4317317.03,702.5
544511.56,4317316.46,702.5
544511.56,4317318.18,702.5
544511.98,4317318.4,702.5
544519.22,4317322.7,702.5
544601.33,4317372.95,702.5
544622.83,4317408.06,702.5
544624.03,4317413.21,702.5
544655.88,4317450.99,702.5
544656.22,4317451.27,702.5
544656.41,4317451.43,702.5
544656.72,4317451.4,702.5
544689.79,4317466.47,702.5
544737.48,4317521.25,702.5
544768.64,4317550.41,702.5
544775.1,4317558.42,702.5
544784.53,4317550.19,702.5
544843.08,4317559.26,702.5
544856.48,4317565.17,702.5
544920.04,4317567.2,702.5
544920.23,4317569.17,702.5
544921.55,4317567.54,702.5
544922,4317566.78,702.5
544922.55,4317559.65,702.5
544917.89,4317561.79,702.5
544881.08,4317535.43,702.5
544838.79,4317537.36,702.5
544800.24,4317530.32,702.5
544787.55,4317514.49,702.5
544762.66,4317455.2,702.5
544774.97,4317437.04,702.5
544775.8,4317432.77,702.5
544760.46,4317396.19,702.5
544803.63,4317382.18,702.5
544815.18,4317351.17,702.5
544809.7,4317331.95,702.5
544810.01,4317297.91,702.5
544811.44,4317294.57,702.5
544814.45,4317295.08,702.5
544844.69,4317313.55,702.5
544861.51,4317340.34,702.5
544857.22,4317366.53,702.5
544854.58,4317382.65,702.5
544859.21,4317392.82,702.5
544889.4,4317395.82,702.5
544938.19,4317414.29,702.5
544970.14,4317371.12,702.5
545010.54,4317307.83,702.5
545062.41,4317193.88,702.5
545037.52,4317138.74,702.5
545069.62,4317102.88,702.5
545016.88,4317027.62,702.5
545000.13,4317027.57,702.5
544969.24,4316993.03,702.5
544968.25,4316966.77,702.5
544967.41,4316906.73,702.5
544970.4,4316882.65,702.5
544981.37,4316859.11,702.5
545020.3,4316824.42,702.5
545074.05,4316752.53,702.5
545090.59,4316734.38,702.5
545131.98,4316717.01,702.5
545138.8,4316710.26,702.5
545200.48,4316713.98,702.5
545204.57,4316713.73,702.5
545204.43,4316709.8,702.5
545206.7,4316706.25,702.5
545220.51,4316638.9,702.5
545241.09,4316571.94,702.5
545241.16,4316571.45,702.5
545241.32,4316571.34,702.5
545241.19,4316570.83,702.5
545240.84,4316570.96,702.5
545206.94,4316560.96,702.5
545187.4,4316548.88,702.5
545167.37,4316523.45,702.5
545202.27,4316510.32,702.5
545204.99,4316481.11,702.5
545196.68,4316466.65,702.5
545175.03,4316467.76,702.5
545132.86,4316470.39,702.5
545146.94,4316423.68,702.5
545154.02,4316400.02,702.5
545167.16,4316355.83,702.5
545170.43,4316343.21,702.5
545204.89,4316314.64,702.5
545220.91,4316301.37,702.5
545243.83,4316276.72,702.5
545255.07,4316261.78,702.5
545284.82,4316239.63,702.5
545309.57,4316221.19,702.5
545327.82,4316207.68,702.5
545349.3,4316191.69,702.5
545371.12,4316175.47,702.5
545396.33,4316156.7,702.5
545413.81,4316143.68,702.5
545442.92,4316160.13,702.5
545497.42,4316191.05,702.5
545508.74,4316231.35,702.5
545513.1,4316279.39,702.5
545515.17,4316288.01,702.5
545515.25,4316303,702.5
545520.57,4316336.92,702.5
545523.94,4316358.41,702.5
545528.64,4316388.41,702.5
545530.7,4316401.54,702.5
545532.73,4316414.49,702.5
545536.73,4316439.97,702.5
545542.44,4316475.66,702.5
545519.82,4316507.04,702.5
545507.88,4316529.82,702.5
545505.74,4316541.93,702.5
545498.48,4316555.69,702.5
545456.81,4316594.48,702.5
545434.55,4316591.34,702.5
545445.83,4316606.87,702.5
545438.12,4316615.57,702.5
545385.26,4316698.06,702.5
545383.35,4316706.96,702.5
545385.4,4316715.27,702.5
545406.4,4316778.6,702.5
545420.08,4316796.68,702.5
545431.92,4316812.31,702.5
545456.54,4316810.11,702.5
545504.52,4316794.49,702.5
545511.03,4316794.75,702.5
545557.86,4316769.57,702.5
545568.24,4316732.59,702.5
545611.93,4316700.55,702.5
545642.59,4316702.96,702.5
545663.92,4316675.87,702.5
545664.98,4316652.57,702.5
545709.55,4316617.91,702.5
545713.92,4316615.29,702.5
545715.17,4316611.95,702.5
545735.35,4316579.07,702.5
545777.96,4316501.81,702.5
545786.15,4316495.7,702.5
545790.24,4316489.06,702.5
545793.2,4316447.72,702.5
543507.02,4319106.99,702.5
543497.68,4319094.12,702.5
543472.51,4319085.98,702.5
543457.24,4319119.85,702.5
543638.21,4318390.38,702.5
543657.03,4318377.04,702.5
543694.73,4318343,702.5
543697.74,4318341.15,702.5
543700.19,4318340.99,702.5
543723.08,4318347.59,702.5
543758.37,4318397.02,702.5
543778.92,4318368.83,702.5
543834.18,4318391.07,702.5
543897.84,4318387.16,702.5
543918.6,4318388.59,702.5
543955.77,4318385.26,702.5
544033.14,4318368.84,702.5
544064.21,4318364.04,702.5
544135.65,4318330.18,702.5
544166.33,4318265.58,702.5
544152.8,4318343.83,702.5
544150.22,4318353.08,702.5
544081.81,4318405.67,702.5
544065.15,4318419.17,702.5
544018.69,4318524.13,702.5
544012.4,4318536.04,702.5
543916.76,4318488.22,702.5
543844.97,4318472.66,702.5
543842.95,4318535.17,702.5
543889.86,4318543.22,702.5
544012.49,4318540.41,702.5
543970.71,4318670.31,702.5
543893.3,4318704.44,702.5
543874.27,4318718.51,702.5
543761.16,4318700.3,702.5
543751.34,4318682.38,702.5
543706.71,4318621.85,702.5
543699.8,4318603,702.5
543681.82,4318524.59,702.5
543600.18,4318487.49,702.5
543606.57,4318572.46,702.5
543669.63,4318627.8,702.5
543672.63,4318643.53,702.5
543704.94,4318705.74,702.5
543855.45,4318772.22,702.5
543914.64,4318781.96,702.5
543962.53,4318721.62,702.5
543971.11,4318792.93,702.5
544014.03,4318801.15,702.5
544079.41,4318837.13,702.5
544074.49,4318882.83,702.5
544070.67,4319027.23,702.5
543964.53,4318975.22,702.5
543931.88,4318930.99,702.5
543913.67,4318883.97,702.5
543914.25,4318829.1,702.5
543893.58,4318808.5,702.5
543720.63,4318752.97,702.5
543617.23,4318714.07,702.5
543558.04,4318716.44,702.5
543527.66,4318687.07,702.5
543479.63,4318697.58,702.5
543429.68,4318796.3,702.5
543421.58,4318805.18,702.5
543420.22,4318809.79,702.5
543291.49,4318998.25,702.5
543413.23,4318806.69,702.5
543412.05,4318801.2,702.5
543416.97,4318797.97,702.5
543437.97,4318679.73,702.5
543427.84,4318616.18,702.5
543441.06,4318590.79,702.5
543423.08,4318574.51,702.5
543437.29,4318492.69,702.5
543465.51,4318475.59,702.5
543493.29,4318437.12,702.5
543556.52,4318452.86,702.5
543573.85,4318446.1,702.5
543588.04,4318446.63,702.5
544096.98,4318624.78,702.5
544078.57,4318640.05,702.5
544048.75,4318679.06,702.5
544001,4318660.82,702.5
544018.7,4318545.94,702.5
544076.58,4318581.17,702.5
544081.44,4318609.64,702.5
544649.67,4318647.82,702.5
544652.61,4318645.6,702.5
544655.6,4318643.67,702.5
544698.56,4318615.39,702.5
544699.81,4318612.3,702.5
544704.92,4318593.26,702.5
544716.85,4318551.81,702.5
544710.66,4318535.51,702.5
544702.24,4318510.42,702.5
544731.64,4318467.81,702.5
544745.06,4318434.26,702.5
544758.54,4318409.9,702.5
544759.01,4318405.05,702.5
544754.34,4318403.3,702.5
544719.66,4318404.78,702.5
544686.83,4318402.66,702.5
544680.54,4318404.25,702.5
544664.06,4318408.43,702.5
544636.22,4318416.94,702.5
544628.14,4318421.61,702.5
544568.45,4318427.26,702.5
544517.86,4318413.33,702.5
544463.33,4318415.63,702.5
544452.83,4318374.65,702.5
544511.21,4318358.43,702.5
544531.96,4318353.98,702.5
544580.42,4318348.24,702.5
544590.83,4318345.1,702.5
544627.77,4318333.97,702.5
544639.89,4318325.1,702.5
544675.75,4318288.05,702.5
544674.51,4318278.2,702.5
544663.05,4318247.15,702.5
544658.9,4318242.22,702.5
544642.29,4318203.16,702.5
544630.55,4318169.48,702.5
544777.13,4318048.29,702.5
544788.2,4318038.8,702.5
544793.9,4318030.77,702.5
544794.51,4318025.82,702.5
544800.6,4318016.95,702.5
544824.6,4317948.03,702.5
544763.96,4318001.49,702.5
544674.95,4318000.23,702.5
544577.64,4318122.32,702.5
544593.56,4318001.17,702.5
544564.08,4318005.14,702.5
544559.6,4318013.91,702.5
544522.35,4318039.47,702.5
544520.93,4318043.4,702.5
544476.59,4318072.66,702.5
544473.46,4318073.54,702.5
544473.71,4318076.75,702.5
544476.89,4318076.91,702.5
544480.43,4318078.6,702.5
544521.89,4318055.93,702.5
544546.8,4318087.52,702.5
544549.77,4318089.38,702.5
544576.79,4318124.86,702.5
544576.85,4318125.08,702.5
544584.98,4318176.02,702.5
544594.12,4318198.23,702.5
544612,4318215.77,702.5
544612.32,4318257.65,702.5
544625.64,4318262.26,702.5
544612.5,4318280.92,702.5
544602.55,4318276.26,702.5
544573.81,4318265,702.5
544537.99,4318262.3,702.5
544537.7,4318262.21,702.5
544498.85,4318268.48,702.5
544468.15,4318256.08,702.5
544415.74,4318260.87,702.5
544391.74,4318307.72,702.5
544317.15,4318247.52,702.5
544313.31,4318236.32,702.5
544300.42,4318227,702.5
544215.84,4318216.72,702.5
544305.2,4318260.8,702.5
544350.86,4318343.28,702.5
544361.75,4318394.8,702.5
544412.5,4318430.8,702.5
544452.66,4318436.2,702.5
544509.33,4318463.78,702.5
544558.12,4318462.85,702.5
544603.99,4318508.88,702.5
544625.16,4318546.49,702.5
544640.74,4318568.38,702.5
544648.66,4318639.18,702.5
544647.98,4318642.45,702.5
545463.9,4316960.48,702.5
545425.17,4316926.08,702.5
545438.02,4316880.89,702.5
545482.67,4316894.47,702.5
545499.66,4316915.71,702.5
544930.14,4317273.7,702.5
544925.4,4317273.9,702.5
544924.09,4317278.25,702.5
544927.39,4317283.35,702.5
544931.58,4317277.11,702.5
543329.98,4319081.99,702.5
543139.33,4319095.91,702.5
543120.14,4319077.64,702.5
543094.09,4319090.55,702.5
543078.08,4319134.88,702.5
543117.75,4319188.4,702.5
543021.43,4319183.5,702.5
543205.65,4319202.63,702.5
543188.39,4319177.8,702.5
543159.08,4319122.87,702.5
542536.16,4317701.42,705
542584.3,4317357.31,705
542656.21,4317308.45,705
542697.36,4317355.26,705
542820.46,4317253.16,705
542828.4,4317236.63,705
542860.1,4317268.74,705
542953.84,4317313.97,705
542977.1,4317308.21,705
542998.4,4317290.64,705
542972.43,4317248.75,705
542912.39,4317133.07,705
542924.42,4317025.69,705
542927.35,4316991.06,705
542923.04,4316971.58,705
542972.48,4316901.44,705
543001.61,4316883.18,705
543035.02,4316799.96,705
543045.3,4316788.51,705
543124.72,4316741.16,705
543138.93,4316721.13,705
543165.55,4316668.54,705
543229.06,4316609.56,705
543280.46,4316586.36,705
543387.73,4316560.07,705
543391.61,4316559.22,705
543459.07,4316467.52,705
543492.12,4316383.35,705
543487.97,4316359.66,705
543495.31,4316324.69,705
543535.21,4316295.09,705
543583.08,4316262.85,705
543608.68,4316247.07,705
543729.48,4316158.65,705
543771.62,4316113.86,705
543815.2,4316082.72,705
543934.09,4316039.42,705
543922.59,4316024.29,705
543943.67,4316016.76,705
544136.45,4316021.19,705
544104.53,4316026.19,705
544135.52,4316087.12,705
544146.63,4316099.13,705
544179.06,4316165.97,705
544183.15,4316169.91,705
544197.73,4316230.02,705
544204.49,4316259.02,705
544210.48,4316265.62,705
544260.31,4316340.28,705
544261.94,4316345.98,705
544264.73,4316355.77,705
544295.69,4316437.6,705
544306.79,4316468.51,705
544332.65,4316527.18,705
544314.65,4316565.72,705
544346.75,4316631.31,705
544359.07,4316645.14,705
544404.13,4316707.9,705
544444.91,4316764.69,705
544463.05,4316783.51,705
544469.51,4316807.45,705
544465.78,4316851.15,705
544440.6,4316874.99,705
544399.85,4316936.82,705
544398.07,4316939.13,705
544397.21,4316943.16,705
544392.94,4316947.44,705
544344.67,4317060.37,705
544328.76,4317073.53,705
544250.71,4317112.48,705
544229.38,4317129.66,705
544250.99,4317185.96,705
544315.74,4317216.52,705
544316.37,4317216.69,705
544317.03,4317216.72,705
544421.65,4317262.24,705
544480.1,4317313.79,705
544496.15,4317335.49,705
544541.78,4317368.96,705
544575.91,4317389.85,705
544583.96,4317402.99,705
544591.6,4317435.74,705
544597.57,4317442.83,705
544628.8,4317469.23,705
544647.32,4317484.44,705
544675.66,4317481.07,705
544684.4,4317485.05,705
544696.99,4317499.52,705
544758.34,4317556.94,705
544771.08,4317572.71,705
544789.64,4317556.5,705
544835.63,4317563.63,705
544863.24,4317575.79,705
544904.45,4317577.11,705
544907.97,4317612.28,705
544931.54,4317583.25,705
544939.54,4317569.62,705
544949.46,4317441.96,705
544948.68,4317442.32,705
544866.05,4317480.31,705
544842.45,4317517.79,705
544826.8,4317518.5,705
544820.59,4317517.37,705
544795.59,4317486.21,705
544788.36,4317468.99,705
544791.94,4317463.71,705
544801.1,4317416.67,705
544794.84,4317401.76,705
544812.45,4317396.05,705
544833.51,4317339.51,705
544832.4,4317335.62,705
544832.47,4317327.63,705
544839.47,4317331.91,705
544842.87,4317337.32,705
544842,4317342.61,705
544833.22,4317396.24,705
544848.61,4317430.08,705
544949.08,4317440.08,705
544949.64,4317440.29,705
544994.13,4317380.18,705
545025.4,4317331.2,705
545098.31,4317171.04,705
545083.08,4317137.31,705
545102.71,4317115.38,705
545028.72,4317009.77,705
545005.21,4317009.7,705
544996.64,4317000.11,705
544992.75,4316897.09,705
544992.61,4316887.02,705
544993.11,4316882.98,705
544994.95,4316879.03,705
545050.7,4316829.34,705
545081.55,4316788.07,705
545107,4316760.16,705
545133.73,4316748.94,705
545151.94,4316730.91,705
545194.93,4316733.5,705
545216.33,4316732.23,705
545215.64,4316711.61,705
545227.49,4316693.02,705
545234.18,4316660.39,705
545244.15,4316627.94,705
545249.95,4316585.27,705
545264.07,4316575.02,705
545252.6,4316530.7,705
545222.47,4316542.08,705
545213.09,4316539.31,705
545207.69,4316535.97,705
545202.15,4316528.93,705
545211.8,4316525.3,705
545216.6,4316473.73,705
545201.93,4316448.22,705
545164.39,4316450.13,705
545184.28,4316383.67,705
545185.34,4316379.56,705
545193.79,4316346.99,705
545214.53,4316329.8,705
545242.12,4316306.94,705
545253.86,4316291.84,705
545272.17,4316287.31,705
545302.48,4316267.01,705
545333.94,4316245.71,705
545359.43,4316257.34,705
545370.11,4316249.42,705
545403.65,4316225.35,705
545417.45,4316215.08,705
545445.85,4316193.92,705
545489.55,4316218.72,705
545495.47,4316239.79,705
545498.88,4316277.27,705
545497.72,4316294.91,705
545502.81,4316302.38,705
545509.35,4316344.05,705
545515.99,4316386.38,705
545517.42,4316395.5,705
545518.04,4316399.49,705
545518.66,4316403.43,705
545525.5,4316447.05,705
545529.75,4316473.6,705
545493.65,4316523.69,705
545488.42,4316533.67,705
545487.48,4316538.98,705
545484.3,4316545,705
545466.04,4316562,705
545379.38,4316549.78,705
545423.29,4316610.23,705
545393.29,4316644.09,705
545372.03,4316677.27,705
545362.86,4316720,705
545372.72,4316759.85,705
545377.38,4316773.91,705
545402.9,4316807.62,705
545424.97,4316836.75,705
545470.88,4316832.64,705
545503.25,4316822.11,705
545518.1,4316796.69,705
545560.59,4316773.85,705
545571.99,4316733.2,705
545610.73,4316704.79,705
545645.5,4316707.53,705
545669.69,4316676.8,705
545670.53,4316658.33,705
545705.87,4316630.85,705
545718.86,4316623.05,705
545722.56,4316613.15,705
545782.47,4316515.53,705
545789.13,4316503.46,705
545790.41,4316502.5,705
545791.05,4316501.46,705
545791.51,4316495,705
544208.98,4318074.75,705
544168.52,4318149.06,705
544114.58,4318249.27,705
544101.59,4318276.64,705
544087.12,4318283.5,705
544052.33,4318288.87,705
543993.71,4318306.87,705
543925.46,4318330.73,705
543880.12,4318285.33,705
543857.23,4318292.2,705
543841.07,4318294.47,705
543827.4,4318345.15,705
543778.48,4318326.33,705
543754.38,4318330.27,705
543707.12,4318316.64,705
543683.1,4318318.19,705
543653.54,4318336.33,705
543639.31,4318349.18,705
543605.81,4318372.92,705
543585.37,4318395.84,705
543540.82,4318394.17,705
543516.96,4318403.48,705
543492.43,4318418.02,705
543492.33,4318418.39,705
543490.46,4318420.55,705
543458.58,4318464.7,705
543423.63,4318485.87,705
543407.8,4318576.96,705
543404.72,4318579.83,705
543399.92,4318581.06,705
543405.45,4318587.28,705
543406.86,4318590.61,705
543422.62,4318689.49,705
543406.3,4318781.4,705
543382.81,4318796.8,705
543388.46,4318823.01,705
543302.16,4318958.78,705
543263.96,4318957.97,705
543269.3,4318996.29,705
543272.5,4319011.19,705
543316.53,4319076.15,705
543151.44,4319088.21,705
543124.44,4319062.51,705
543087.8,4319080.66,705
543065.29,4319143.02,705
543096.36,4319184.94,705
542952.13,4319177.59,705
543227.97,4319206.25,705
543202.12,4319169.06,705
543179.21,4319126.13,705
543324.07,4319091.48,705
543350.76,4319094.41,705
543352.26,4319073.54,705
543309.13,4319002.73,705
543421.8,4318837.78,705
543428.25,4318815.8,705
543466.91,4318773.44,705
543493.92,4318720.05,705
543519.9,4318714.36,705
543536.33,4318730.25,705
543625.26,4318726.69,705
543780.61,4318785.13,705
543812.5,4318795.37,705
543872.8,4318855.48,705
543872.57,4318877.31,705
543900.97,4318950.65,705
543951.89,4319019.65,705
544062.71,4319073.94,705
544077.29,4319097.75,705
544100.95,4319074.81,705
544107.33,4319059.76,705
544120.38,4319037.26,705
544119.82,4319011.21,705
544123.4,4318875.53,705
544131.09,4318804.25,705
544055.09,4318762.43,705
544042.72,4318747.37,705
544099.55,4318673.03,705
544147.8,4318633.01,705
544107.08,4318593.33,705
544094.35,4318518.69,705
544069.96,4318503.85,705
544090.1,4318458.37,705
544142.92,4318415.57,705
544174.52,4318391.27,705
544187.43,4318344.99,705
544206.16,4318236.63,705
544300.71,4318283.27,705
544334.65,4318344.58,705
544350.35,4318418.92,705
544377.66,4318438.29,705
544463.18,4318449.79,705
544497.03,4318466.26,705
544556.21,4318465.14,705
544594.14,4318503.19,705
544620.3,4318549.67,705
544632.69,4318567.08,705
544638.98,4318623.37,705
544635.43,4318640.29,705
544644.21,4318668.03,705
544659.37,4318656.55,705
544674.82,4318646.6,705
544705.52,4318626.38,705
544714.91,4318603.13,705
544726.6,4318559.63,705
544784.64,4318558.54,705
544765.8,4318619.68,705
544764.92,4318625.55,705
544769.81,4318625.93,705
544772.65,4318624.12,705
544789.97,4318559.98,705
544790.66,4318556.97,705
544790.17,4318554.93,705
544788.58,4318553.91,705
544786.48,4318554.5,705
544729.05,4318543.09,705
544718.59,4318511.9,705
544739.97,4318480.91,705
544758.8,4318433.83,705
544765.72,4318421.33,705
544767.85,4318399.37,705
544746.75,4318391.46,705
544723.17,4318392.47,705
544692.39,4318390.48,705
544678.36,4318389.17,705
544668.17,4318393.68,705
544629.23,4318405.59,705
544607.19,4318418.33,705
544568.74,4318421.96,705
544507.39,4318405.07,705
544485.91,4318405.97,705
544481.77,4318389.84,705
544504.76,4318383.45,705
544535.91,4318376.76,705
544545.09,4318374.79,705
544547.7,4318372.61,705
544598.66,4318357.22,705
544623.54,4318349.73,705
544645.57,4318333.6,705
544674.21,4318304.01,705
544686.58,4318297.29,705
544693.93,4318276.53,705
544684.34,4318250.56,705
544670.91,4318234.59,705
544656.63,4318201.02,705
544646.54,4318172.08,705
544772.5,4318067.94,705
544792.94,4318050.43,705
544803.46,4318035.61,705
544804.6,4318026.47,705
544815.84,4318010.09,705
544859.07,4317885.95,705
544859.7,4317885.21,705
544859.46,4317884.69,705
544858.51,4317884.1,705
544858.18,4317884.52,705
544858.17,4317885.15,705
544857.49,4317885.24,705
544856.44,4317886.15,705
544748.19,4317981.57,705
544626.96,4317979.84,705
544622.97,4317960.97,705
544608.39,4317974.13,705
544595.41,4317983.19,705
544553.83,4317988.78,705
544542.45,4318011.06,705
544515.89,4318029.28,705
544511.41,4318041.6,705
544473.39,4318066.69,705
544459.1,4318070.74,705
544460.25,4318085.36,705
544474.77,4318086.09,705
544490.9,4318093.82,705
544514.44,4318080.95,705
544528.58,4318098.89,705
544543.98,4318108.51,705
544563.06,4318133.57,705
544568.08,4318153.19,705
544572.78,4318182.66,705
